Pairs,Freq
eu,1.2448959267005278e-05
yl,1.2448959267005278e-05
gz,1.2448959267005278e-05
bd,1.2448959267005278e-05
hf,1.2448959267005278e-05
sg,1.2448959267005278e-05
gy,1.2448959267005278e-05
hd,1.2448959267005278e-05
hj,1.2448959267005278e-05
jc,1.2448959267005278e-05
kr,1.2448959267005278e-05
ml,1.2448959267005278e-05
yn,1.2448959267005278e-05
cs,1.2448959267005278e-05
db,1.2448959267005278e-05
dh,1.2448959267005278e-05
